X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
2516,zes08nnl20201116,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives him the cane.,0
2517,zes08nnl20201116,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor his things.,0
2518,zes08nnl20201116,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the customer a menu.,0
2519,zes08nnl20201116,DOI,n,The secretary handed the manager they invoice.,She hands him a book,0
2520,zes08nnl20201116,POI,n,The builder showed the blueprints to they new client.,They show her the drawing,0
1,2l0c9f5y20201201,DOC,y,The woman gave the new neighbor the rusty bike.,The dad gave a gift to his kid,1
2,2l0c9f5y20201201,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gave her teacher flowers,0
3,2l0c9f5y20201201,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor the instrument,0
4,2l0c9f5y20201201,POC,y,The mother gave the expensive toy to the hungry toddler.,The lady gave the man a cane,0
5,2l0c9f5y20201201,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse gave the patient medicine,0
6,2l0c9f5y20201201,POI,n,The builder showed the blueprints to they new client.,the children showed the teacher their art,0
7,2l0c9f5y20201201,DOC,y,The bartender handed the customer the cocktail.,the man handed the hat to the clown,1
8,2l0c9f5y20201201,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the student handed the teacher chalk,0
9,2l0c9f5y20201201,DOI,n,The secretary handed the manager they invoice.,the clerk handed him the book,0
10,2l0c9f5y20201201,POC,y,The architect showed the model of the building to the architect.,she showed him the dress,0
11,2l0c9f5y20201201,DOI,n,The captain gave the old sailor they spare life jacket.,they gave him a cake,0
12,2l0c9f5y20201201,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she handed him the disk,0
13,2l0c9f5y20201201,DOC,y,The happy child showed her father the coloring book.,she showed him the gun,0
14,2l0c9f5y20201201,POI,n,The swimmer handed the towel to they driver.,she handed him the brush,0
15,2l0c9f5y20201201,DOC,y,The teacher handed the student the certificate.,he handed him the guitar,0
16,2l0c9f5y20201201,POC,y,The travel agent gave the last ticket to the young fan.,He gave her the heart.,0
17,2l0c9f5y20201201,DOI,n,The disgruntled employee gave the manager them long letter.,The cop gave him a ticket.,0
18,2l0c9f5y20201201,POI,n,The researcher gave the detailed results to them experienced surgeon.,He gave him the tea.,0
19,2l0c9f5y20201201,DOI,n,The photographer showed the editor them finished proofs.,He showed the car,1
20,2l0c9f5y20201201,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him the menu.,0
21,3buyh5cf20201201,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives the girl a present.,0
22,3buyh5cf20201201,POI,n,The builder showed the blueprints to they new client.,The children show the teacher their art.,0
23,3buyh5cf20201201,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gave the patient a tray.,0
24,3buyh5cf20201201,POI,n,The swimmer handed the towel to they driver.,The girl handed a paint brush to the painter.,1
25,3buyh5cf20201201,DOC,y,The bartender handed the customer the cocktail.,The cowboy handed the clown a hat.,0
26,3buyh5cf20201201,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed a letter to the boy.,1
27,3buyh5cf20201201,DOC,y,The teacher handed the student the certificate.,The assistant handed the musician a guitar.,0
28,3buyh5cf20201201,POC,y,The mother gave the expensive toy to the hungry toddler.,The waiter gave the cane to the chef.,1
29,3buyh5cf20201201,DOC,y,The happy child showed her father the coloring book.,The man showed the judge the gun.,0
30,3buyh5cf20201201,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed the boy a hoop.,0
31,3buyh5cf20201201,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gives the driver a ticket.,0
32,3buyh5cf20201201,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives the flowers to the teacher.,1
33,3buyh5cf20201201,DOI,n,The secretary handed the manager they invoice.,The librarian handed the boy a book.,0
34,3buyh5cf20201201,POC,y,The architect showed the model of the building to the architect.,The girl showed the man a dress.,0
35,3buyh5cf20201201,DOI,n,The photographer showed the editor them finished proofs.,The car dealer shows the couple a car.,0
36,3buyh5cf20201201,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives a valentine to the girl.,1
37,3buyh5cf20201201,DOI,n,The captain gave the old sailor they spare life jacket.,The couple gave the boy a cake.,0
38,3buyh5cf20201201,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave the soldier a teapot.,0
39,3buyh5cf20201201,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor a stethoscope.,0
40,3buyh5cf20201201,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands a menu to the customer.,1
41,5vvjswl220201208,DOI,n,The photographer showed the editor them finished proofs.,The man is showing a car.,1
42,5vvjswl220201208,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,Sarah hands her hat off to her boyfriend.,1
43,5vvjswl220201208,DOI,n,The captain gave the old sailor they spare life jacket.,I gave my grandma a birthday cake,0
44,5vvjswl220201208,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girls hands off the marker to the boy.,1
45,5vvjswl220201208,DOI,n,The disgruntled employee gave the manager them long letter.,The police gave my friend a ticket today.,0
46,5vvjswl220201208,POI,n,The millionaire gave the valuable painting to they struggling artist.,I gave my teacher flowers for teacher's day,0
47,5vvjswl220201208,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse gave the doctor a hand.,0
48,5vvjswl220201208,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave a teapot to the soldier.,1
49,5vvjswl220201208,DOC,y,The woman gave the new neighbor the rusty bike.,My dad gave my sister a present.,0
50,5vvjswl220201208,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid gave a cane to the chef.,1
51,5vvjswl220201208,DOC,y,The happy child showed her father the coloring book.,The businessman is trying to show his gun.,1
52,5vvjswl220201208,POI,n,The builder showed the blueprints to they new client.,The kids showed their drawing to the teacher.,1
53,5vvjswl220201208,DOC,y,The teacher handed the student the certificate.,I handed a guitar to the musician.,1
54,5vvjswl220201208,POC,y,The mean neighbor handed a nasty note to the woman next door.,The nurse handed the results to the patient.,1
55,5vvjswl220201208,DOC,y,The bartender handed the customer the cocktail.,The manager handed the hat to a clown.,1
56,5vvjswl220201208,POI,n,The swimmer handed the towel to they driver.,The girl handed a brush to the boy.,1
57,5vvjswl220201208,DOI,n,The secretary handed the manager they invoice.,The librarian is handing the book to a boy.,1
58,5vvjswl220201208,POC,y,The architect showed the model of the building to the architect.,She showed me her pretty dress.,0
59,5vvjswl220201208,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nursing is giving out breakfast to patients.,1
60,5vvjswl220201208,POC,y,The travel agent gave the last ticket to the young fan.,I gave my heart to my crush,1
61,9psntbym20201207,DOI,n,The disgruntled employee gave the manager them long letter.,The cop pulled over to give a ticket.,1
62,9psntbym20201207,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl stretched her arm to hand the letter.,1
63,9psntbym20201207,DOC,y,The teacher handed the student the certificate.,The boy went to hand the guitar to the singer.,1
64,9psntbym20201207,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress had to give the cane to the chef.,1
65,9psntbym20201207,DOI,n,The captain gave the old sailor they spare life jacket.,It was time to give their mom the cake.,1
66,9psntbym20201207,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the menu to the guest.,1
67,9psntbym20201207,DOC,y,The woman gave the new neighbor the rusty bike.,The decided to give the little girl a gift.,0
68,9psntbym20201207,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl decided to give the teacher flowers.,0
69,9psntbym20201207,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gave the patient his meal.,0
70,9psntbym20201207,POC,y,The architect showed the model of the building to the architect.,The designer showed the outfit to the client.,1
71,9psntbym20201207,DOI,n,The secretary handed the manager they invoice.,The librarian handed the student his book.,0
72,9psntbym20201207,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave his valentine to the girl.,1
73,9psntbym20201207,DOC,y,The bartender handed the customer the cocktail.,The cowboy decided to give the clown a hand.,0
74,9psntbym20201207,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor decided to give the teapot to the soldier.,1
75,9psntbym20201207,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor his tool.,0
76,9psntbym20201207,POI,n,The builder showed the blueprints to they new client.,The students showed the teacher their work.,0
77,9psntbym20201207,DOC,y,The happy child showed her father the coloring book.,The lawyer shows the judge the evidence.,0
78,9psntbym20201207,POI,n,The swimmer handed the towel to they driver.,The girl handed the paintbrush.,1
79,9psntbym20201207,DOI,n,The photographer showed the editor them finished proofs.,The dealer showed the customer the car.,0
80,9psntbym20201207,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed the frisbee to the boy.,1
81,9q080hvl20201204,DOC,y,The bartender handed the customer the cocktail.,The man handed the clown a hat,0
82,9q080hvl20201204,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gave the teacher flowers,0
83,9q080hvl20201204,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gave the man a ticket,0
84,9q080hvl20201204,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave the girl a valentine,0
85,9q080hvl20201204,DOI,n,The photographer showed the editor them finished proofs.,The man showed the couple a car,0
86,9q080hvl20201204,POI,n,The swimmer handed the towel to they driver.,The girl handed the brush to the painter,1
87,9q080hvl20201204,DOC,y,The teacher handed the student the certificate.,The man handed the musician the guitar,0
88,9q080hvl20201204,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed a plate to the boy,1
89,9q080hvl20201204,DOI,n,The secretary handed the manager they invoice.,The librarian handed the boy a book,0
90,9q080hvl20201204,POC,y,The architect showed the model of the building to the architect.,The man showed the dress to his friend,1
91,9q080hvl20201204,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gave the man food,0
92,9q080hvl20201204,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed the letter to boy,1
93,9q080hvl20201204,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor the stethoscope,0
94,9q080hvl20201204,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the man a menu,0
95,9q080hvl20201204,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave the boy a gift,0
96,9q080hvl20201204,POI,n,The builder showed the blueprints to they new client.,The students showed the teacher the drawing,0
97,9q080hvl20201204,DOC,y,The happy child showed her father the coloring book.,The man showed the judge the evidence,0
98,9q080hvl20201204,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress gave the chef a cane,0
99,9q080hvl20201204,DOI,n,The captain gave the old sailor they spare life jacket.,The woman gave the grandma the cake,0
